"TRAYECTO","DESCRIPCION","NOMENCLATURA_CIRCUITO"
1792,"Levante de residuos por volque - Contratos - Bersur14","Bersur14"
1793,"Levante de residuos por volque - Contratos - Bersur18","Bersur18"
1794,"Levante de residuos por volque - Contratos - Bersur19","Bersur19"
1795,"Levante de residuos por volque - Contratos - Bersur35","Bersur35"
1796,"Levante de residuos por volque - Contratos - Bersur61","Bersur61"
1797,"Levante de residuos por volque - Contratos - Bersur81","Bersur81"
1798,"Levante de residuos por volque - Contratos - Bersur92","Bersur92"
1799,"Levante de residuos por volque - Contratos - Bersur98","Bersur98"
1800,"Recoleccion por contenedores m - Contratos - CAP2","CAP2"
1801,"Recoleccion por contenedores m - Contratos - CAP1","CAP1"
1802,"Recoleccion por contenedores m - Contratos - CAP5","CAP5"
1803,"Recoleccion por contenedores m - Contratos - CAP8","CAP8"
1804,"Recoleccion por contenedores m - Contratos - CAP_8_7C","CAP_8_7C"
1805,"Recoleccion por contenedores m - Contratos - CAP4","CAP4"
1806,"Recoleccion por contenedores m - Contratos - CAP_3_7C","CAP_3_7C"
1807,"Recoleccion por contenedores m - Contratos - CAP7","CAP7"
1808,"Recoleccion por contenedores m - Contratos - CAP_6CV","CAP_6CV"
1809,"Recoleccion por contenedores m - Contratos - CAP_5_7A","CAP_5_7A"
1810,"Recoleccion por contenedores m - Contratos - CAP6","CAP6"
1811,"Recoleccion por contenedores m - Contratos - CAP2_3_5_7","CAP2_3_5_7"
1812,"Recoleccion por contenedores m - Contratos - CAP1_4_6_8","CAP1_4_6_8"
1813,"Recoleccion por contenedores m - Contratos - CAP_2CV","CAP_2CV"
1814,"Recoleccion por contenedores m - Contratos - CAP_1_7A","CAP_1_7A"
1815,"Recoleccion por contenedores m - Contratos - CAP_6_7C","CAP_6_7C"
1816,"Recoleccion por contenedores m - Contratos - CAP_4_7B","CAP_4_7B"
1817,"Recoleccion por contenedores m - Contratos - CAP_4CV","CAP_4CV"
1818,"Recoleccion por contenedores m - Contratos - CAP3","CAP3"
1821,"Rural 3 - Oeste","A_RR_3"
1822,"COMPLEJOS HABITACIONALES","CT_01"
1823,"COMPLEJOS HABITACIONALES","CT_02"
1824,"COMPLEJOS HABITACIONALES","CT_03"
1825,"COMPLEJOS HABITACIONALES 4 (CON CONT PLASTICOS)","CT_4_MV1A"
1826,"COMPLEJOS HABITACIONALES 5 (CON CONT PLASTICOS)","CT_5_MV1B"
1827,"Complejos habitacionales 6","CT_6_V.V1A"
1828,"Domiciliaria Manual D","D_DM_1"
1829,"Domiciliaria Manual D","D_DM_2"
1830,"Domiciliaria Manual D","D_DM_3"
1831,"Domiciliaria Manual D","D_DM_4"
1832,"Domiciliaria Manual D","D_DM_5"
1833,"Domiciliaria Manual D","D_DM_6"
1834,"Domiciliaria Manual D","D_DM_7"
1835,"Domiciliaria Manual D","D_DM_8"
1836,"RETIRO DE ANIMALES MUERTOS EN LA VIA PUBLICA Y PRIVADOS","SN_01"
1837,"RETIRO DE ANIMALES MUERTOS EN LA VIA PUBLICA Y PRIVADOS","SN_02"
1838,"BARRIDO MECANIZADO Y LIMPIEZA AVENIDAS Y PAPELERAS","ML_01"
1839,"BARRIDO MECANIZADO Y LIMPIEZA AVENIDAS Y PAPELERAS","ML_02"
1840,"BARRIDO MECANIZADO DE AVENIDAS","BM_01"
1841,"BARRIDO MECANIZADO DE AVENIDAS","BM_02"
1842,"BARRIDO MECANIZADO DE AVENIDAS","BM_03"
1843,"BARRIDO MECANIZADO DE AVENIDAS","BM_04"
1844,"BARRIDO MECANIZADO DE AVENIDAS","BM_05"
1845,"BARRIDO MECANIZADO DE AVENIDAS","BM_06"
1846,"BARRIDO MECANIZADO DE AVENIDAS","BM_07"
1847,"BARRIDO MECANIZADO DE AVENIDAS","BM_08"
1848,"BARRIDO MECANIZADO DE AVENIDAS","BM_09"
1849,"BARRIDO MECANIZADO DE AVENIDAS","BM_10"
1850,"BARRIDO MECANIZADO DE AVENIDAS","BM_11"
1851,"BARRIDO MECANIZADO DE AVENIDAS","BM_12"
1852,"BARRIDO MECANIZADO DE AVENIDAS","BM_13"
1853,"BARRIDO MECANIZADO DE AVENIDAS","BM_14"
1854,"OPERATIVO DE INSPECCION GENERAL","IG_01"
1855,"RECOLECCION  SELECTIVA DE BOLSAS DE LECHE","BL"
1856,"BARRIDO MECANIZADO DE AVENIDAS","MB"
1857,"COMPLEJOS HABITACIONALES 7","CT_7_V.V1B"
1858,"COMPLEJOS HABITACIONALES 8","CT_08_CH3A"
1859,"COMPLEJOS HABITACIONALES 9","CT_09_CH3B"
1860,"COMPLEJOS HABITACIONALES 10","CT_10"
1861,"COMPLEJOS HABITACIONALES (MANUAL)","CT_11_LM2"
1862,"ENTORNO CONTENEDORES, AVENIDAS Y DOMICILIARIA","EC_6"
1863,"ENTORNO CONTENEDORES, AVENIDAS Y DOMICILIARIA_ESTE_AP DOM1","EC_7"
1864,"ENTORNO CONTENEDORES -ESTE- AP CONT","EC_9"
1865,"ENTORNO CONTENEDORES -ESTE- AP CONT","EC_10"
1866,"ENTORNO CONTENEDORES -ESTE- AP CONT","EC_11"
1867,"RECOLECCIÓN RURAL -CHACRA-","V_RR_01_LM5"
1868,"LEVANTE BASURALES PALA MECÁNICA - ESTE- PALA 1","PM_4"
1869,"LEVANTE BASURALES PALA MECÁNICA -ESTE- PALA 1","PM_5"
1870,"LEVANTE BASURALES PALA MECÁNICA -ESTE- PALA 2","PM_7"
1871,"LEVANTE BASURALES PALA MECÁNICA","PM_8"
1872,"LEVANTE BASURALES PALA MECÁNICA -ESTE-  PALA 1","PM_9"
1873,"LEVANTE BASURALES PALA MECÁNICA _ESTE_ PALA 1","PM_10"
1874,"LEVANTE BASURALES PALA MECÁNICA","PM_11"
1875,"LEVANTE BASURALES PALA MECÁNICA -ESTE- PALA 2","PM_12"
1876,"LEVANTE BASURALES PALA MECÁNICA -ESTE- PALA 2","PM_13"
1877,"LEVANTE BASURALES PALA MECÁNICA -ESTE- PALA 2","PM_14"
1878,"LEVANTE BASURALES PALA MECÁNICA -ESTE- AP A PALA","PM_15"
1879,"LIMPIEZA FERIAS","VS_FE_RM_CA_12"
1880,"LIMPIEZA FERIAS","VS_FE_RM_CA_13"
1881,"RECOLECCIÓN SELECTIVA EN HOGARES POCITOS","CH_RS_01"
1882,"RECOLECCIÓN SELECTI VA DE HOGARES POCITOS","CH_RS_02"
1883,"RECOLECCIÓN SELECTIVA DE HOGARES POCITOS","CH_RS_03"
1884,"RECOLECCION POR CONTENEDORES M - CONTENEDORES - B2","C_CL_15"
1885,"RECOLECCION DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_01"
1886,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_02"
1887,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_03"
1888,"RECOLECCION DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_04"
1890,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_05"
1891,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_06"
1892,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_07"
1893,"RECOLECCION DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_08"
1894,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","B_DU_RM_CL_01"
1895,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","B_DU_RM_CL_02"
1896,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","C_DU_RM_CL_07"
1897,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","C_DU_RM_CL_08"
1898,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","C_DU_RM_CL_09"
1899,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","C_DU_RM_CL_10"
1900,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","C_DU_RM_CL_11"
1901,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","C_DU_RM_CL_12"
1902,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","C_DU_RM_CL_13"
1903,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","C_DU_RM_CL_14"
1904,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_01"
1905,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_02"
1906,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_03"
1907,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_04"
1908,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_05"
1909,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_06"
1910,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_07"
1911,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_08"
1912,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_09"
1913,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_10"
1914,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_11"
1915,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_12"
1916,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","CH_DU_RM_CL_13"
1917,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","E_DU_RM_CL_01"
1918,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO MUN_A_1_4"
1919,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO_MUN_A_5_8"
1920,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO_MUN_A_TODO"
1921,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO_MUN_C_7_10"
1922,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO_MUN_C_11_14"
1923,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO_MUN_C_TODO"
1924,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO_MUN_CH_1_7"
1925,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO_MUN_CH_08_13"
1926,"RECOLECCIÓN POR CONTENEDORES METALICOS","APOYO_MUN_CH_TODO"
1927,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","C_DU_RM_CL_01"
1928,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","C_DU_RM_CL_02"
1929,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","C_DU_RM_CL_03"
1930,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","C_DU_RM_CL_04"
1931,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","C_DU_RM_CL_05"
1932,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","C_DU_RM_CL_06"
1933,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","C_DU_RM_CL_15"
1934,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","D_DU_RM_CL_01"
1935,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","D_DU_RM_CL_02"
1936,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","D_DU_RM_CL_03"
1937,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","D_DU_RM_CL_04"
1938,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","D_DU_RM_CL_05"
1939,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","D_DU_RM_CL_06"
1940,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","D_DU_RM_CL_07"
1941,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_02"
1942,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_03"
1943,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_04"
1944,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_05"
1945,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_06"
1946,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_07"
1947,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_08"
1948,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_09"
1949,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_10"
1950,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_11"
1951,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_12"
1952,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_13"
1953,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_14"
1954,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_15"
1955,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","E_DU_RM_CL_16"
1956,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","F_DU_RM_CL_01"
1957,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","F_DU_RM_CL_02"
1958,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","F_DU_RM_CL_04"
1959,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","G_DU_RM_CL_01"
1960,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","G_DU_RM_CL_02"
1961,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","G_DU_RM_CL_03"
1962,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","G_DU_RM_CL_06"
1963,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","G_DU_RM_CL_07"
1964,"RECOLECCIÓN DOMICILIARIA RESIDUOS SECOS","CH_SECOS"
1965,"RECOLECCIÓN DE ZONA LIMPIA","ZL_A_DU_RM_ST_01"
1966,"RECOLECCIÓN DE ZONA LIMPIA","ZL_A_DU_RM_ST_02"
1967,"RECOLECCIÓN DE ZONA LIMPIA","ZL_A_DU_RM_ST_03"
1968,"RECOLECCIÓN DE ZONA LIMPIA","ZL_B_DU_RM_ST_01"
1969,"RECOLECCIÓN DE ZONA LIMPIA","ZL_C_DU_RM_ST_01"
1970,"RECOLECCIÓN DE ZONA LIMPIA","ZL_C_DU_RM_ST_02"
1971,"RECOLECCIÓN DE ZONA LIMPIA","ZL_C_DU_RM_ST_03"
1972,"RECOLECCIÓN DE ZONA LIMPIA","ZL_CH_DU_RM_ST_01"
1973,"RECOLECCIÓN DE ZONA LIMPIA","ZL_CH_DU_RM_ST_02"
1974,"RECOLECCIÓN DE ZONA LIMPIA","ZL_CH_DU_RM_ST_03"
1975,"RECOLECCIÓN DE ZONA LIMPIA","ZL_C_DU_RM_ST_04"
1976,"RECOLECCIÓN DE ZONA LIMPIA","ZL_C_DU_RM_ST_05"
1977,"RECOLECCIÓN DE ZONA LIMPIA","ZL_C_DU_RM_ST_06"
1978,"RECOLECCIÓN DE ZONA LIMPIA","ZL_D_DU_RM_ST_01"
1979,"RECOLECCIÓN DE ZONA LIMPIA","ZL_D_DU_RM_ST_02"
1980,"RECOLECCIÓN DE ZONA LIMPIA","ZL_D_DU_RM_ST_03"
1981,"RECOLECCIÓN DE ZONA LIMPIA","ZL_E_DU_RM_ST_01"
1982,"RECOLECCIÓN DE ZONA LIMPIA","ZL_E_DU_RM_ST_02"
1983,"RECOLECCIÓN DE ZONA LIMPIA","ZL_E_DU_RM_ST_03"
1984,"RECOLECCIÓN DE ZONA LIMPIA","ZL_E_DU_RM_ST_04"
1985,"RECOLECCIÓN DE ZONA LIMPIA","ZL_E_DU_RM_ST_05"
1986,"RECOLECCIÓN DE ZONA LIMPIA","ZL_G_DU_RM_ST_01"
1987,"RECOLECCIÓN DE ZONA LIMPIA","ZL_G_DU_RM_ST_02"
1988,"RECORRIDA DE ZONA LIMPIA","ZL_A_DU_RM_CD_01"
1989,"RECORRIDA DE ZONA LIMPIA","ZL_A_DU_RM_CD_02"
1990,"RECORRIDA DE ZONA LIMPIA","ZL_A_DU_RM_CD_03"
1991,"RECORRIDA DE ZONA LIMPIA","ZL_B_DU_RM_CD_01"
1992,"RECORRIDA DE ZONA LIMPIA","ZL_C_DU_RM_CD_01"
1993,"RECORRIDA DE ZONA LIMPIA","ZL_C_DU_RM_CD_02"
1994,"RECORRIDA DE ZONA LIMPIA","ZL_C_DU_RM_CD_03"
1995,"RECORRIDA DE ZONA LIMPIA","ZL_CH_DU_RM_CD_01"
1996,"RECORRIDA DE ZONA LIMPIA","ZL_CH_DU_RM_CD_02"
1997,"RECORRIDA DE ZONA LIMPIA","ZL_CH_DU_RM_CD_03"
1998,"RECORRIDA DE ZONA LIMPIA","ZL_C_DU_RM_CD_04"
1999,"RECORRIDA DE ZONA LIMPIA","ZL_C_DU_RM_CD_05"
2000,"RECORRIDA DE ZONA LIMPIA","ZL_C_DU_RM_CD_06"
2001,"RECORRIDA DE ZONA LIMPIA","ZL_D_DU_RM_CD_07"
2002,"RECORRIDA DE ZONA LIMPIA","ZL_D_DU_RM_CD_02"
2003,"RECORRIDA DE ZONA LIMPIA","ZL_D_DU_RM_CD_03"
2004,"RECORRIDA DE ZONA LIMPIA","ZL_E_DU_RM_CD_01"
2005,"RECORRIDA DE ZONA LIMPIA","ZL_E_DU_RM_CD_02"
2006,"RECORRIDA DE ZONA LIMPIA","ZL_E_DU_RM_CD_03"
2007,"RECORRIDA DE ZONA LIMPIA","ZL_E_DU_RM_CD_04"
2008,"RECORRIDA DE ZONA LIMPIA","ZL_E_DU_RM_CD_05"
2009,"RECORRIDA DE ZONA LIMPIA","ZL_G_DU_RM_CD_01"
2010,"RECORRIDA DE ZONA LIMPIA","ZL_G_DU_RM_CD_02"
2011,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_A_DU_RM_CL_01"
2012,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_A_DU_RM_CL_02"
2013,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_A_DU_RM_CL_03"
2014,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_A_DU_RM_CL_04"
2015,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_A_DU_RM_CL_05"
2016,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_A_DU_RM_CL_06"
2017,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_A_DU_RM_CL_07"
2018,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_A_DU_RM_CL_08"
2019,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_B_DU_RM_CL_01"
2020,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_B_DU_RM_CL_02"
2021,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_07"
2022,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_08"
2023,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_09"
2024,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_10"
2025,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_11"
2026,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_12"
2027,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_13"
2028,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_14"
2029,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_01"
2030,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_02"
2031,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_03"
2032,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_04"
2033,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_05"
2034,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_06"
2035,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_07"
2036,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_08"
2037,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_09"
2038,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_10"
2039,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_11"
2040,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_12"
2041,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_CH_DU_RM_CL_13"
2042,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_01"
2043,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_G_DU_RM_CL_01"
2044,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_G_DU_RM_CL_02"
2045,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_G_DU_RM_CL_03"
2046,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_G_DU_RM_CL_06"
2047,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_G_DU_RM_CL_07"
2048,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_F_DU_RM_CL_01"
2049,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_01"
2050,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_02"
2051,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_03"
2052,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_04"
2053,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_05"
2054,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_06"
2055,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_C_DU_RM_CL_15"
2056,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_D_DU_RM_CL_01"
2057,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_D_DU_RM_CL_02"
2058,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_D_DU_RM_CL_03"
2059,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_D_DU_RM_CL_04"
2060,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_D_DU_RM_CL_05"
2061,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_D_DU_RM_CL_06"
2062,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_D_DU_RM_CL_07"
2063,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_02"
2064,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_03"
2065,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_04"
2066,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_15"
2067,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_05"
2068,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_06"
2069,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_07"
2070,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_08"
2071,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_09"
2072,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_10"
2073,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_11"
2074,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_12"
2075,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_13"
2076,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_14"
2077,"LAVADO DE CONTENEDOR CON CAMIÓN LAVADOR","LV_E_DU_RM_CL_16"
2078,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_09"
2079,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_10"
2080,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_11"
2081,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_12"
2082,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_13"
2083,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_14"
2084,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","D_DU_RM_CL_08"
2085,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","D_DU_RM_CL_09"
2086,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","D_DU_RM_CL_10"
2087,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","D_DU_RM_CL_11"
2088,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","D_DU_RM_CL_12"
2089,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","D_DU_RM_CL_13"
2092,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","F_DU_RM_CL_03"
2094,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","F_DU_RM_CL_05"
2095,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","F_DU_RM_CL_06"
2096,"RECOLECCION  DOMICILIARIA POR CONTENEDOR METALICOS","F_DU_RM_CL_07"
2097,"RECOLECCION  DOMICILIARIA POR CONTENEDOR METALICOS","F_DU_RM_CL_08"
2098,"RECOLECCION  DOMICILIARIA POR CONTENEDOR METALICOS","F_DU_RM_CL_09"
2099,"RECOLECCION  DOMICILIARIA CONTENEDOR METALICO","F_DU_RM_CL_10"
2100,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","G_DU_RM_CL_04"
